,record_id,start_page,volume,numeric_pub_date,record_title,issue,pagination,url_doc_view,pub_id,review_type,reviewed_book_genre,genre_parsed
1859,90549015,757,64,19080402,Review 2 -- No Title,3096,757,http://search.proquest.com/docview/90549015/,24565,single_focus,Nonfiction,nonfiction
1860,90532864,282,88,19161113,The New Books,3545,282,http://search.proquest.com/docview/90532864/,24565,single_focus,Nonfiction,nonfiction
1862,90604209,825,69,19101013,Review 5 -- No Title,3228,825,http://search.proquest.com/docview/90604209/,24565,single_focus,Nonfiction,nonfiction
1863,90589305,1031,66,19090513,Literature,3154,1031,http://search.proquest.com/docview/90589305/,24565,single_focus,Nonfiction,nonfiction
1864,90599245,61,92,19171006,Perennial Bobby Burns,3592,61,http://search.proquest.com/docview/90599245/,24565,single_focus,Nonfiction,nonfiction
1865,90566297,1219,69,19101201,Review 2 -- No Title,3235,1219,http://search.proquest.com/docview/90566297/,24565,single_focus,Nonfiction,nonfiction
1866,124745891,386,30,19091201,"""The Glimpse""",4,,http://search.proquest.com/docview/124745891/,24243,single_focus,Fiction,fiction
1867,90600771,149,66,19090121,Eastern Wisdom,3138,149,http://search.proquest.com/docview/90600771/,24565,single_focus,Nonfiction,nonfiction
1869,89679314,68,LIX,19150715,A survey and study of the modern drama.,698,68,http://search.proquest.com/docview/89679314/,25244,single_focus,Nonfiction,nonfiction
1870,124748643,579,,19080801,"The Blue Lagoon""",,,http://search.proquest.com/docview/124748643/,24243,single_focus,Fiction,fiction
1871,89681588,24,XLVI,19090101,The dangers of overcaring for the health.,541,24,http://search.proquest.com/docview/89681588/,25244,single_focus,Nonfiction,nonfiction
1872,90589273,1034,66,19090513,Review 1 -- No Title,3154,1034,http://search.proquest.com/docview/90589273/,24565,single_focus,Nonfiction,nonfiction
1875,89666069,216,L,19110316,A NEW STUDY OF CHANCELLORSVILLE.,594,216,http://search.proquest.com/docview/89666069/,25244,single_focus,Nonfiction,nonfiction
1876,90533982,200,87,19160807,The New Books,3531,200,http://search.proquest.com/docview/90533982/,24565,single_focus,Nonfiction,nonfiction
1877,89670870,169,LII,19120301,DEVELOPMENT OF THE MEDLAEVAL MIND.,617,169,http://search.proquest.com/docview/89670870/,25244,single_focus,Nonfiction,nonfiction
1878,89691754,65,LXXVIII,19250101,MILK OF DANDELION,,65,http://search.proquest.com/docview/89691754/,25244,single_focus,Fiction - poems,poetry
1879,89693725,164,LXVII,19190823,SAMURAI TRAILS.,797,164,http://search.proquest.com/docview/89693725/,25244,single_focus,Nonfiction,nonfiction
1880,90609027,156,65,19080716,Review 1 -- No Title,3111,156,http://search.proquest.com/docview/90609027/,24565,single_focus,Fiction,fiction
1881,89679136,471,LVI,19140601,Review 1 -- No Title,671,471,http://search.proquest.com/docview/89679136/,25244,single_focus,Nonfiction,nonfiction
1882,89677824,71,LX,19160120,"THE ""WANING"" CLASSICS.",710,71,http://search.proquest.com/docview/89677824/,25244,single_focus,Nonfiction,nonfiction
1885,89670790,216,XLII,19070401,THE CAREER OF A GREAT EDITOR.,499,216,http://search.proquest.com/docview/89670790/,25244,single_focus,Nonfiction,nonfiction
1887,90572894,62,99,19190712,Half Told Tales,3683,62,http://search.proquest.com/docview/90572894/,24565,single_focus,Fiction,fiction
1889,90665428,161,114,19250207,Conrad as I Knew Him,3897,161,http://search.proquest.com/docview/90665428/,24567,single_focus,Nonfiction,nonfiction
1891,89679385,240,LXII,19170322,POLAND UNDER THE HEEL.,738,240,http://search.proquest.com/docview/89679385/,25244,single_focus,Nonfiction,nonfiction
1893,90157528,249,31,19001201,THE CLOISTER AND THE HEARTH.,14,,http://search.proquest.com/docview/90157528/,25067,single_focus,Nonfiction,nonfiction
1894,90591709,1316,63,19071128,Review 3 -- No Title,3078,1316,http://search.proquest.com/docview/90591709/,24565,single_focus,Nonfiction,nonfiction
1897,90609561,593,108,19220708,An Apology for Boswell,3820,593,http://search.proquest.com/docview/90609561/,24567,single_focus,Nonfiction,nonfiction
1902,124741105,443,34,19111201,"The Blind Who See""",4,,http://search.proquest.com/docview/124741105/,24243,single_focus,Fiction,fiction
1905,90620092,426,66,19090225,Review 4 -- No Title,3143,426,http://search.proquest.com/docview/90620092/,24565,single_focus,Nonfiction,nonfiction
1907,89691242,379,LIX,19151028,Undercurrents in American politics.,704,379,http://search.proquest.com/docview/89691242/,25244,single_focus,Lectures,nonfiction
1913,124741526,296,34,19111101,"II LEWIS F. BOSTELMAANN'S ""RUTLAND""",3,,http://search.proquest.com/docview/124741526/,24243,single_focus,Fiction,fiction
1914,90275826,10,32,18801125,Review 2 -- No Title,1669,10,http://search.proquest.com/docview/90275826/,24565,single_focus,Nonfiction,nonfiction
1919,89679072,109,LVII,19140816,A new study of J. A. Symonds.,676,109,http://search.proquest.com/docview/89679072/,25244,single_focus,Nonfiction,nonfiction
1920,124756330,349,12,19001201,"IV. C. G. D. ROBERTS'S ""THE HEART OF THE ANCIENT WOOD.""",4,,http://search.proquest.com/docview/124756330/,24243,single_focus,Fiction - novel,fiction
1921,124756897,397,11,19000601,Review 4 -- No Title,4,,http://search.proquest.com/docview/124756897/,24243,single_focus,Fiction ,fiction
1922,89690092,362,LXIV,19180411,AMERICAN PICTURES AND THEIR PAINTERS.,764,362,http://search.proquest.com/docview/89690092/,25244,single_focus,Nonfiction,nonfiction
1923,124747636,191,29,19090401,"The Actress""",2,,http://search.proquest.com/docview/124747636/,24243,single_focus,Fiction,fiction
1924,124747056,193,45,19170401,"III CARDINAL GIBBONS'S ""A RETROSPECT OF FIFTY YEARS""",2,,http://search.proquest.com/docview/124747056/,24243,single_focus,Fiction,fiction
1925,124752078,167,40,19141001,"THE WALL BETWEEN""",2,,http://search.proquest.com/docview/124752078/,24243,single_focus,Fiction,fiction
1935,89667009,44,LI,19110716,ANDES AND AMAZON.,602,44,http://search.proquest.com/docview/89667009/,25244,single_focus,Nonfiction,nonfiction
1937,89686889,69,LXIV,19180117,A Primer of Revolutionary Idealism,758,69,http://search.proquest.com/docview/89686889/,25244,single_focus,Nonfiction,nonfiction
1938,89678247,64,LXII,19170125,RECONSTRUCTIVE CRITICISM.,734,64,http://search.proquest.com/docview/89678247/,25244,single_focus,Nonfiction - art,nonfiction
1940,89689564,616,LXVI,19190614,AN INTRODUCTION TO THE GOVERNMENT OF MODERN STATES.,792,616,http://search.proquest.com/docview/89689564/,25244,single_focus,Nonfiction,nonfiction
1943,89682855,543,LXIV,19180606,Review 1 -- No Title,768,543,http://search.proquest.com/docview/89682855/,25244,single_focus,Nonfiction,nonfiction
1946,89685837,246,LXIV,19180314,Review 3 -- No Title,762,246,http://search.proquest.com/docview/89685837/,25244,single_focus,Fiction,fiction
1949,89694839,372,LXV,19181102,"THE FOURTEENTH OF JULY, AND DANTON.",776,372,http://search.proquest.com/docview/89694839/,25244,single_focus,Fiction - play,drama
1951,124752398,548,38,19140101,"III ESTELLE IV. STEAD'S ""W. T. STEAD: PERSONAL AND SPIRITUAL REMINISCENCES""",5,,http://search.proquest.com/docview/124752398/,24243,single_focus,Nonfiction,nonfiction
1952,124737758,450,53,19210701,A SHELF OF RECENT BOOKS,5,,http://search.proquest.com/docview/124737758/,24243,single_focus,Nonfiction,nonfiction
1953,124746766,263,30,19091101,"V MR. HEWLETT'S ""OPEN COUNTRY""",3,,http://search.proquest.com/docview/124746766/,24243,single_focus,Fiction,fiction
1955,89676468,28,LVI,19140101,The industries of mediaeval England.,661,28,http://search.proquest.com/docview/89676468/,25244,single_focus,Nonfiction,nonfiction
1957,89683002,380,LXV,19181102,THE SHADOW-EATER.,776,380,http://search.proquest.com/docview/89683002/,25244,single_focus,Nonfiction,nonfiction
1960,89688563,268,LXVII,19190920,THE FIVE REPUBLICS OF CENTRAL AMERICA.,799,268,http://search.proquest.com/docview/89688563/,25244,single_focus,Nonfiction,nonfiction
1962,90609764,619,70,19110323,Review 3 -- No Title,3251,619,http://search.proquest.com/docview/90609764/,24565,single_focus,Fiction,fiction
1964,124748282,202,44,19161001,"""TRAMPING THROUGH MEXICO""",2,,http://search.proquest.com/docview/124748282/,24243,single_focus,Nonfiction - travel,nonfiction
1965,90529502,109,92,19171013,Nietzsche or Christ?,3593,109,http://search.proquest.com/docview/90529502/,24565,single_focus,Nonfiction,nonfiction
1966,90559844,385,77,19140316,RELATIVITY AND MECHANISM,3406,385,http://search.proquest.com/docview/90559844/,24565,single_focus,Nonfiction,nonfiction
1968,124742659,418,33,19110601,"""The Coward of Thermopylae""",4,,http://search.proquest.com/docview/124742659/,24243,single_focus,Fiction,fiction
1970,89678487,458,,19171108,AN OLD FRONTIER OF FRANCE.,753,458,http://search.proquest.com/docview/89678487/,25244,single_focus,Nonfiction,nonfiction
1973,90003542,415,101,19200313,Woman's Place,3713,415,http://search.proquest.com/docview/90003542/,24565,single_focus,Fiction,fiction
1974,89677618,644,,19171220,POLITICS AND PERSONALITIES.,756,644,http://search.proquest.com/docview/89677618/,25244,single_focus,Fiction,fiction
1977,124747485,304,44,19161101,"V JOHN GALSWORTHY'S ""A SHEAF""",3,,http://search.proquest.com/docview/124747485/,24243,single_focus,Nonfiction,nonfiction
1979,90569069,316,77,19140302,HISPANIC ART,3404,316,http://search.proquest.com/docview/90569069/,24565,single_focus,Nonfiction,nonfiction
1982,89685088,508,,19250601,BESITZ UND GEMEINGUT,,508,http://search.proquest.com/docview/89685088/,25244,single_focus,Nonfiction,nonfiction
1983,89688150,263,LXVII,19190920,THE COLLEGES IN WAR TIME AND AFTER.,799,263,http://search.proquest.com/docview/89688150/,25244,single_focus,Nonfiction,nonfiction
1984,124745601,482,48,19181201,COMPTON MACKENZIE THE LESSER,4,,http://search.proquest.com/docview/124745601/,24243,single_focus,Fiction,fiction
1987,124744764,88,62,19250901,THE DEVOTION OF JOHN G. NEIHARDT,1,,http://search.proquest.com/docview/124744764/,24243,single_focus,Nonfiction,nonfiction
1988,124742856,723,48,19190201,REPRESENTATIVE ENGLISH PLAYS,6,,http://search.proquest.com/docview/124742856/,24243,single_focus,Nonfiction,nonfiction
1989,90549571,104,95,19180720,Stories of Adventure,3633,104,http://search.proquest.com/docview/90549571/,24565,single_focus,Fiction,fiction
1992,90147794,69,11,18800228,MME. DURAND'S LUCIE RODEY.,5,69,http://search.proquest.com/docview/90147794/,25067,single_focus,Fiction,fiction
1993,90540888,177,94,19180427,The New Books,3621,177,http://search.proquest.com/docview/90540888/,24565,single_focus,Nonfiction,nonfiction
1994,89693369,580,,19210501,THEY WENT,,580,http://search.proquest.com/docview/89693369/,25244,single_focus,Fiction,fiction
1995,89677584,346,LVI,19140416,New textbooks for studying the short story,668,346,http://search.proquest.com/docview/89677584/,25244,single_focus,Nonfiction,nonfiction
1996,89683529,215,,19170913,THE PRINCE OF PARTHIA: A Tragedy.,749,215,http://search.proquest.com/docview/89683529/,25244,single_focus,Fiction - play,drama
1997,89680932,73,LXV,19180718,THE LYRICAL POEMS OF HUGO VON HOFMANNSTHAL.,770,73,http://search.proquest.com/docview/89680932/,25244,single_focus,Fiction- poetry,poetry
1998,89685693,72,LXIV,19180117,A SOLDIER'S MEMORIES.,758,72,http://search.proquest.com/docview/89685693/,25244,single_focus,Nonfiction,nonfiction
1999,89680986,93,LXXI,19210701,ADAM & EVE & PINCH ME,,93,http://search.proquest.com/docview/89680986/,25244,single_focus,Fiction,fiction
2004,89684399,76,LXV,19180718,RUNAWAY RUSSIA.,770,76,http://search.proquest.com/docview/89684399/,25244,single_focus,Nonfiction,nonfiction
2008,89678124,13,LXIII,19170628,Mr.Britling Sees Spooks,,13,http://search.proquest.com/docview/89678124/,25244,single_focus,Nonfiction,nonfiction
2009,90128643,119,11,18800410,MR. JAMES'S CONFIDENCE.,8,119,http://search.proquest.com/docview/90128643/,25067,single_focus,Fiction,fiction
2010,90659620,149,108,19220211,Van Loon--Historian,3804,149,http://search.proquest.com/docview/90659620/,24566,single_focus,Nonfiction,nonfiction
2011,90621672,259,92,19171103,The Realm of Babel,3596,259,http://search.proquest.com/docview/90621672/,24565,single_focus,Nonfiction,nonfiction
2019,124741125,351,49,19190501,WHAT IS HUMAN PROGRESS?,3,,http://search.proquest.com/docview/124741125/,24243,single_focus,Nonfiction,nonfiction
2020,90149822,460,11,18801218,HOLLAND AND ITS PEOPLE.,26,460,http://search.proquest.com/docview/90149822/,25067,single_focus,Nonfiction,nonfiction
2023,89683716,72,LXIV,19180117,Review 1 -- No Title,758,72,http://search.proquest.com/docview/89683716/,25244,single_focus,Nonfiction,nonfiction
2025,89695103,472,LXVI,19190503,Review 1 -- No Title,789,472,http://search.proquest.com/docview/89695103/,25244,single_focus,Nonfiction,nonfiction
2028,89693206,606,,19211101,A MORALIST IN THE ARMY,,606,http://search.proquest.com/docview/89693206/,25244,single_focus,Nonfiction,nonfiction
2031,124737213,557,52,19210201,WILLIAM JAMES'S LETTERS,6,,http://search.proquest.com/docview/124737213/,24243,single_focus,Nonfiction,nonfiction
2033,89682825,19,LXV,19180620,Earth the Unconquerable,769,19,http://search.proquest.com/docview/89682825/,25244,single_focus,Nonfiction,nonfiction
2035,124744370,478,49,19190601,PROFESSOR BAKER'S METHOD OF MAKING PLAYWRIGHTS,4,,http://search.proquest.com/docview/124744370/,24243,single_focus,Nonfiction,nonfiction
2038,124742032,73,50,19190901,DICKENS AND HIS FRIENDS,1,,http://search.proquest.com/docview/124742032/,24243,single_focus,Nonfiction,nonfiction
2040,89687822,614,LXVI,19190614,THE CONSCIENTIOUS OBJECTOR.,792,614,http://search.proquest.com/docview/89687822/,25244,single_focus,Nonfiction,nonfiction
2042,89683524,363,LXIV,19180411,THE NEW GREEK COMEDY.,764,363,http://search.proquest.com/docview/89683524/,25244,single_focus,Nonfiction,nonfiction
2043,124737191,68,55,19220301,THE COMFORTS OF EXPLORING,1,,http://search.proquest.com/docview/124737191/,24243,single_focus,Nonfiction - travel,nonfiction
2046,89698318,503,,19250601,POEMS IN PASTEL,,503,http://search.proquest.com/docview/89698318/,25244,single_focus,Poetry,poetry
2048,89696098,469,,19211001,NON EXPEDIT,,469,http://search.proquest.com/docview/89696098/,25244,single_focus,Fiction,fiction
2051,89692873,232,,19250301,BAZALGETTE AND THOREAU,,232,http://search.proquest.com/docview/89692873/,25244,single_focus,Nonfiction,nonfiction
2061,89688226,366,LXVI,19190405,HELEN OF TROY AND ROSE.,787,366,http://search.proquest.com/docview/89688226/,25244,single_focus,Fiction,fiction
2063,89689062,515,,19250601,AN INTERPRETER OF AMERICAN LIFE,,515,http://search.proquest.com/docview/89689062/,25244,single_focus,Nonfiction,nonfiction
2065,124736605,541,53,19210801,THE EDITOR RECOMMENDS--,6,,http://search.proquest.com/docview/124736605/,24243,single_focus,Nonfiction,nonfiction
2066,124744159,218,49,19190401,THE UNITED STATES MARINES,2,,http://search.proquest.com/docview/124744159/,24243,single_focus,Nonfiction,nonfiction
2067,89703864,230,,19220801,THE AUTHOR OF BLISS,,230,http://search.proquest.com/docview/89703864/,25244,single_focus,Fiction,fiction
2068,89683273,601,,19211101,IRISH FAIRY TALES,,601,http://search.proquest.com/docview/89683273/,25244,single_focus,Fiction,fiction
2069,89965396,186,101,19200131,O You Chemistry!,3707,186,http://search.proquest.com/docview/89965396/,24565,single_focus,Nonfiction - science,nonfiction
2070,89684011,30,LXIV,19180103,"FAITH, WAR, AND POLICY.",757,30,http://search.proquest.com/docview/89684011/,25244,single_focus,Nonfiction,nonfiction
2071,90652904,646,114,19250606,A Monumental Biography,3914,646,http://search.proquest.com/docview/90652904/,24567,single_focus,Nonfiction,nonfiction
2072,124741158,499,50,19191101,HOW TO TELL PEOPLE ONE FROM ANOTHER,3-4,,http://search.proquest.com/docview/124741158/,24243,single_focus,Nonfiction,nonfiction
2074,90570970,314,109,19221125,Light on Industrial Relations,3830,314,http://search.proquest.com/docview/90570970/,24567,single_focus,Nonfiction,nonfiction
2079,124739162,391,54,19211201,CAN A WIFE WRITE HER HUSBAND'S BIOGRAPHY?,4,,http://search.proquest.com/docview/124739162/,24243,single_focus,Nonfiction,nonfiction
2080,89682736,630,,19220601,BOMBINATION,,630,http://search.proquest.com/docview/89682736/,25244,single_focus,Nonfiction,nonfiction
2087,89689217,0_016,,19200801,THIS SIMIAN WORLD,,0_016,http://search.proquest.com/docview/89689217/,25244,single_focus,Nonfiction,nonfiction
2088,124740211,687,51,19200801,LOG OF A SPIRITUAL VOYAGE,6,,http://search.proquest.com/docview/124740211/,24243,single_focus,Nonfiction,nonfiction
2089,89685317,0_019,,19200201,THE AUTHORESS OF THE WAY OF ALL FLESH,,0_019,http://search.proquest.com/docview/89685317/,25244,single_focus,Nonfiction,nonfiction
2092,124738279,550,53,19210801,LIFE IS TOO SHORT,6,,http://search.proquest.com/docview/124738279/,24243,single_focus,Fiction - play,drama
2093,90635155,314,109,19221125,Stanley Hall Confronts Old Age,3830,314,http://search.proquest.com/docview/90635155/,24567,single_focus,Nonfiction,nonfiction
2096,124739189,448,53,19210701,THE EDITOR RECOMMENDS--,5,,http://search.proquest.com/docview/124739189/,24243,single_focus,Fiction,fiction
2097,124740842,166,52,19201001,THE REIGN OF PATTI,2,,http://search.proquest.com/docview/124740842/,24243,single_focus,Nonfiction,nonfiction
2099,124737996,75,54,19210901,LAND-LOCKED SHIPS,1,,http://search.proquest.com/docview/124737996/,24243,single_focus,Fiction- poetry,poetry
2107,90572624,182,96,19181109,THE NEW BOOKS,3648,182,http://search.proquest.com/docview/90572624/,24565,single_focus,Nonfiction,nonfiction
2108,124738251,248,53,19210501,THE EDITOR RECOMMENDS--,3,,http://search.proquest.com/docview/124738251/,24243,single_focus,Poetry,poetry
2111,89686244,164,LXVII,19190823,AMERICAN CHARITIES.,797,164,http://search.proquest.com/docview/89686244/,25244,single_focus,Nonfiction,nonfiction
2114,124740912,602,49,19190701,HUNTING DOGS,5,,http://search.proquest.com/docview/124740912/,24243,single_focus,Nonfiction,nonfiction
2117,89699685,326,,19250401,FESTOONS OF FISHES,,326,http://search.proquest.com/docview/89699685/,25244,single_focus,Fiction,fiction
2119,89683399,28,LXV,19180620,Review 5 -- No Title,769,28,http://search.proquest.com/docview/89683399/,25244,single_focus,Nonfiction,nonfiction
2120,124739991,612,50,19200201,A FINE ADVENTURE IN IDEAS,6,,http://search.proquest.com/docview/124739991/,24243,single_focus,Nonfiction,nonfiction
2121,89681743,22,LXV,19180620,Passionate Puppets,769,22,http://search.proquest.com/docview/89681743/,25244,single_focus,Fiction,fiction
2122,89696000,365,,19210901,PAGE DR BLUM!,,365,http://search.proquest.com/docview/89696000/,25244,single_focus,Fiction,fiction
2124,89994342,296,102,19200529,Our Modern Jefferson,3723,296,http://search.proquest.com/docview/89994342/,24565,single_focus,Nonfiction,nonfiction
2126,90594769,742,115,19251226,Scotching Ontario's Hydro,3943,742,http://search.proquest.com/docview/90594769/,24567,single_focus,Nonfiction,nonfiction
2130,124739106,81,53,19210301,"WHAT IS THE ""AMERICAN LANGUAGE""?",1,,http://search.proquest.com/docview/124739106/,24243,single_focus,Nonfiction,nonfiction
2133,124741685,77,52,19200901,LUCK ON THE WING,1,,http://search.proquest.com/docview/124741685/,24243,single_focus,Nonfiction,nonfiction
2138,89701551,348,,19251001,A MENDICANT OF SORROW,,348,http://search.proquest.com/docview/89701551/,25244,single_focus,Nonfiction,nonfiction
2139,89690362,0_014,,19200801,HILDA AND THE UNCONSCIOUS,,0_014,http://search.proquest.com/docview/89690362/,25244,single_focus,Poetry,poetry
2141,89680041,0_020,,19200201,ONE KIND OF REALIST,,0_020,http://search.proquest.com/docview/89680041/,25244,single_focus,Fiction,fiction
2142,89679565,113,LXVIII,19200101,JACINTO BENAVENTE,,113,http://search.proquest.com/docview/89679565/,25244,single_focus,Nonfiction,nonfiction
2145,89997087,263,101,19200214,The Glory That Is France,3709,263,http://search.proquest.com/docview/89997087/,24565,single_focus,Nonfiction,nonfiction
2147,89977217,66,104,19201009,"Chesterton, Meet Ireland",3740,66,http://search.proquest.com/docview/89977217/,24565,single_focus,Nonfiction,nonfiction
2153,89967886,376,101,19200306,The Good Old-Fashioned Way,3712,376,http://search.proquest.com/docview/89967886/,24565,single_focus,Fiction,fiction
2154,90653690,507,115,19251031,Carping through South China,3935,507,http://search.proquest.com/docview/90653690/,24567,single_focus,Nonfiction,nonfiction
2157,124740032,616,50,19200201,ELLEN GLASGOW'S NEW NOVEL,6,,http://search.proquest.com/docview/124740032/,24243,single_focus,Fiction,fiction
