,record_id,entity
0,124900101,"['Lucien', 'Carr']"
1,124900101,"['Ldclen', 'Carr']"
2,124900101,['Carr']
3,89760874,"['Henry', 'Bessemer']"
4,89760874,"['William', 'Siemens']"
5,89760874,"['Joseph', 'Whitworth']"
6,89760874,"['Thomas', 'Brown']"
7,89760874,['Bessemer']
8,89760874,"['Henry', 'Brown']"
9,89659668,['Byron']
10,89659668,['W']
11,89659668,['Johnson']
12,89659668,['Clare']
13,124736362,['Ver']
14,124736362,['Aldavini']
15,125250815,"['GFORGn', 'HItnY', 'Fox']"
16,125250815,['Fox']
17,90548600,"['William', 'Michael', 'Rossetti']"
18,90548600,['Rossetti']
19,90548600,"['Dante', 'Gabriel', 'Rossetti']"
20,90548600,"['Theodore', 'Watts']"
21,137131257,"['Robort', 'Louis', 'Stevenson']"
22,137131257,['Stevenson']
23,137131257,['Jokyl']
24,137131257,['IHydmo']
25,124736216,['Ames']
26,124736216,['Benson']
27,124736216,['Evans']
28,124736216,"['Major', 'Ames']"
29,124736216,['Amnes']
30,137077872,['Royce']
31,90287585,"['Arthur', 'Mlachlen']"
32,90359967,['Morse']
33,90359967,['Morsels']
34,90105768,['Brooke']
35,90105768,"['Stop', 'ford', 'Brooke']"
36,90559137,['Benson']
37,89650108,"['C', 'Armstrong']"
38,89650108,"['Walter', 'Armstrong']"
39,124460722,['Hissef']
40,124460722,['Alice']
41,89675866,"['James', 'Darmesteter']"
42,89675866,['DuClaux']
43,89675866,"['Mary', 'DuClaux']"
44,89675866,['Lanson']
45,89675866,"['Walter', 'Scott']"
46,89675866,"['Du', 'Claux']"
47,89675866,['Maintenon']
48,89675866,['Svigne']
49,89675866,['Stael']
50,124151303,"['Christ', 'ev', 'William', 'B', 'Forbush']"
51,124151303,['Forbush']
52,124151303,"['Wiliua', 'Byron', 'Forbush']"
53,124189638,"['Peroy', 'Gardner']"
54,124189638,['Gardner']
55,125728562,['Pp']
56,125728562,"['Pp', 'Pp']"
57,125728562,"['B', 'Labatt']"
58,125728562,['Freeman']
59,125728562,"['Air', 'C', 'B', 'Labatt']"
60,125728562,['Labatt']
61,125728562,"['G', 'P', 'Pp']"
62,125728562,"['J', 'Pp']"
63,125728562,"['F', 'IL', 'Pp']"
64,125728562,"['H', 'Pp']"
65,125728562,"['F', 'II', 'II', 'Pp']"
66,125728562,"['Farnham', 'Pp']"
67,136927995,['Allen']
68,136927995,"['H', 'R', 'Fairclough']"
69,90582707,"['Leo', 'Wiener']"
70,90582707,['Wiener']
71,124742287,['W']
72,90710064,['Austin']
73,90710064,"['Robert', 'Hicliens']"
74,90710064,['Hichens']
75,125248726,['Hartmann']
76,125284689,"['Van', 'Rensselaer']"
77,124882878,"['Andrew', 'Jackson']"
78,124882878,['Lecky']
79,124882878,"['English', 'historian', 'Lecky']"
80,124882878,['Burgess']
81,124882878,"['England', 'Lecky']"
82,124882878,"['Mir', 'Lecky']"
83,124882878,"['Goldwin', 'Smith']"
84,90444175,['Washington']
85,90444175,"['General', 'Ruffner']"
86,124752239,"['L', 'Dougall']"
87,124752239,['Dougall']
88,124752239,['Deland']
89,124752239,['Dougahl']
90,136707079,['Allen']
91,136707079,"['Joseph', 'leny', 'Allen']"
92,124744486,['Synions']
93,124744486,['Symons']
94,124744486,"['Arthur', 'Symons']"
95,124744486,"['Erasmus', 'Dar']"
96,124744486,"['Egerton', 'Brydges']"
97,124744486,"['Eger', 'ton', 'Brydges']"
98,124451296,['Dawson']
99,124451296,['Munchausen']
100,124451296,['Somerset']
101,124451296,"['Arthur', 'H', 'Pollen']"
102,124451296,"['H', 'Somers', 'Somerset']"
103,124451296,"['John', 'Gough', 'Brick']"
104,124451296,['Brick']
105,124451296,"['MIr', 'Somerset']"
106,124451296,"['Somerset', 'says', 'Fifty']"
107,124451296,"['Somers', 'Somerset']"
108,127446458,"['Chnrles', 'Ilureoford']"
109,127446458,"['Cbarles', 'Bereatord']"
110,90390994,"['Gabriela', 'Cnnninghame', 'Graham']"
111,90390994,"['MArs', 'Graham']"
112,90390994,['Graham']
113,90390994,['Oh']
114,90272171,['Alaughmai']
115,90272171,['Maughiais']
116,90272171,['Alaughaiu']
117,90099356,['Brown']
118,90099356,"['Dorothy', 'Brown']"
119,90099356,"['Robert', 'Oh']"
120,136758573,"['R', 'G', 'Watson']"
121,136758573,['Browne']
122,89664544,"['E', 'Belfast', 'Bax']"
123,89664544,['Bax']
124,124909790,['Church']
125,124909790,"['King', 'Stephen', 'J', 'Parrish']"
126,124909790,"['King', 'Stephen', 'J', 'Parrish', 'Hlerman', 'N', 'Frederick', 'WV', 'Freer']"
127,124909790,['Parrish']
128,124909790,['Freer']
129,124909790,['Ilium']
130,124909790,['Chiurch']
131,124909790,['Chlitrch']
132,124909790,['Hlynernats']
133,90135638,"['J', 'Estlin', 'Carpenter']"
134,90135638,"['William', 'B', 'Carpenter']"
135,90135638,['Carpenter']
136,89751266,"['George', 'Makepeace', 'Towle']"
137,89751266,['Towle']
138,89751266,"['Beacons', 'field', 'Castelar', 'Victor', 'Hugo', 'John', 'Bright']"
139,90159404,"['Amelia', 'E', 'Barr']"
140,90159404,['Barr']
141,90598758,['Conway']
142,90598758,"['Daniel', 'Conway']"
143,90598758,['Lincoln']
144,90598758,['Clifford']
145,90598758,['II']
146,90598758,"['Elvsje', 'II']"
147,90598758,"['Johnstone', 'II']"
148,90598758,['Twitchell']
149,90598758,"['Twichell', 'II']"
150,89676173,"['Francis', 'Gribble']"
151,89676173,['Gribble']
152,89676173,"['Lamartine', 'Vigny', 'Musset', 'Hugo']"
153,89676173,"['ANTICS', 'ByFrancis', 'Gribble']"
154,89676173,"['Mme', 'Hugo']"
155,89676173,"['Victor', 'Hugo']"
156,89676173,['Hugo']
157,89676173,"['Souvenirs', 'sur', 'Turgueniff', 'One', 'evening', 'Hugo']"
158,89676173,"['Gribble', 'shows', 'us', 'Hugo']"
159,89676173,"['Marie', 'Corelli']"
160,90631209,['Usher']
161,90631209,"['Roland', 'G', 'Usher']"
162,90622858,"['Helen', 'Ogden', 'Mahin']"
163,90622858,['Mahin']
164,89683657,['Pictures']
165,89683657,"['Gustave', 'Friedrichl', 'Waagen']"
166,89683657,['Waagen']
167,89683657,"['C', 'Hofstede', 'de', 'Groot']"
168,127542608,['Luckook']
169,89653017,['Mary']
170,89653017,"['C', 'Kinloch', 'Cooke']"
171,89653017,"['Royal', 'Highness', 'Prin', 'cess', 'Mary']"
172,89653017,"['John', 'Falstaff']"
173,89653017,['Cooke']
174,89653017,['Glad']
175,89653017,['Alexander']
176,124747684,['Harhen']
177,124747684,['Tarben']
178,124747684,"['N', 'Harben']"
179,124747684,['Harbent']
180,124747684,['H']
181,124747684,['Harben']
182,125348650,"['G', 'Frederick', 'Wright', 'Given']"
183,125272943,"['Charles', 'Ferguson']"
184,125272943,['Ferguson']
185,124766315,"['CONTENT', 'ByMrsSchuy', 'ler', 'Van', 'Rensselaer']"
186,124766315,"['Van', 'Rensselaer']"
187,136964116,['Hadley']
188,124178806,"['Stephen', 'Phillips']"
189,124178806,['Phillip']
190,124178806,['Phillips']
191,125715359,['Mill']
192,125715359,['Campbell']
193,137097377,['Howells']
194,89671396,"['William', 'Newton', 'Clarke']"
195,89671396,['Clarke']
196,90153449,['Mason']
197,90153449,['Stuart']
198,90153449,"['Gilbert', 'Stuart']"
199,90153449,"['Sons', 'mooo', 'Stuart']"
200,90153449,['Wash']
201,90154588,"['Edmund', 'Gosse']"
202,90154588,['Gosse']
203,90154588,"['W', 'J', 'Rolfe']"
204,90154588,['Rolfe']
205,90546389,"['H', 'W', 'Lanier']"
206,90546389,"['Henry', 'Wysham', 'Lanier']"
207,125547097,['Robinson']
208,125547097,"['V', 'Robinson']"
209,125547097,"['Alfred', 'Parsons']"
210,125547097,['Parsons']
211,124907408,['Schuchardt']
212,124907408,"['Canadian', 'ethnologist', 'Horatio', 'Hale']"
213,124907408,['Hale']
214,90142613,"['E', 'L', 'Voynich']"
215,90537156,['Bryce']
216,90537156,['Howe']
217,90537156,"['H', 'G', 'Wells']"
218,90164528,['Stedman']
219,90164528,['Tyrrell']
220,90164528,['Jebb']
221,90164528,['Conington']
222,89662238,"['AV', 'Robertson', 'Nicoll']"
223,89662238,"['Alexander', 'Balntain', 'Brtce', 'Dl']"
224,89662238,"['Marcus', 'Dods']"
225,89662238,['Dods']
226,89662238,['Bruce']
227,90528767,"['W', 'Garrod']"
228,90528767,['Garrod']
229,90528767,['Garro']
230,89649785,['Ripley']
231,89649785,"['William', 'Z', 'Ripley']"
232,126400532,['Green']
233,90251773,"['W', 'Previte', 'Orton']"
234,90251773,['Patrick']
235,90251773,"['Previte', 'Orton']"
236,90251773,"['Previtd', 'Orton']"
237,90251773,['Gray']
238,90251773,"['Holland', 'Gray']"
239,124900705,"['Daniel', 'Wilson']"
240,124900705,['Wilson']
241,124900705,"['Sybil', 'Wilson']"
242,124900705,"['Ignatius', 'Donnelly']"
243,124764451,"['New', 'York', 'City', 'Brander', 'Matthews']"
244,124764451,"['Pro', 'fessor', 'Matthews']"
245,124764451,"['Brander', 'Matthews']"
246,124764451,['Matthews']
247,124740955,"['Edward', 'Alden', 'Jewell']"
248,124740955,['Brathers']
249,124740955,['Jewell']
250,124740955,"['Edwlard', 'Alden', 'Jewell']"
251,90126262,['Rolfe']
252,90126262,"['F', 'G', 'Fleay']"
253,90126262,['Hudson']
254,90126262,"['William', 'J', 'Rolfe']"
255,90085409,['Walford']
256,90085409,['Smith']
257,90085409,['Smzith']
258,90085409,['Matilda']
259,90085409,"['Mim', 'L', 'B', 'Walford']"
260,90630633,"['Everard', 'Cotes']"
261,90630633,"['Everard', 'Cotes', 'Sarajeannette', 'Duncan', 'New', 'York', 'ID', 'Appleton', 'Co']"
262,90630633,['Cotes']
263,89636788,"['Henry', 'Maine']"
264,89636788,"['Herbert', 'Spencer']"
265,89636788,"['Staniland', 'Wake']"
266,89636788,['Starcke']
267,89636788,['Darwin']
268,89636788,['Spencer']
269,89636788,['Wake']
270,89636788,"['Edward', 'Westermarek']"
271,89636788,['Westermarek']
272,136412237,['Schaff']
273,136412237,['J']
274,136412237,"['ScArFF', 'DD', 'LLD']"
275,136412237,['SAMUEL']
276,136413083,['WOOLSEY']
277,124904526,['Knight']
278,124904526,"['Ir', 'Knight']"
279,90097518,['Buchanan']
280,90097518,"['Robert', 'Buchanan']"
281,136145477,"['Arthur', 'C', 'Hill']"
282,136145477,['Christian']
283,136145477,['Hill']
284,136145477,"['Hill', 'says', 'Christian']"
285,136887509,['Bramwell']
286,136887509,"['Herbert', 'Page']"
287,90306296,"['Samuel', 'Adams', 'Drake']"
288,90306296,['Drake']
289,124754571,"['W', 'B', 'MIaxwell']"
290,124754571,['Maxwell']
291,124754571,['Barradine']
292,124754571,"['Alr', 'Barradine']"
293,124754571,"['Ir', 'Barradine']"
294,124754571,['Barra']
295,90187613,"['W', 'E', 'Simonds']"
296,90187613,['Wyatt']
297,90187613,['Simonds']
298,90187613,"['Thons', 'Wyatt']"
299,90187613,"['Thomas', 'Wyatt']"
300,90187613,['Nott']
301,125730521,"['Austin', 'Abbott']"
302,125730521,['Abbott']
303,90606790,"['Talbot', 'J', 'Taylor']"
304,90606790,['Taylor']
305,90579980,"['R', 'Wallace']"
306,90579980,['Wallace']
307,90579980,['Newcomb']
308,90542092,['Edward']
309,90542092,"['Lloyd', 'George']"
310,90542092,['Devine']
311,137195890,['Curtis']
312,137195890,['Cultis']
313,137195890,['Kimhleni']
314,137195890,['Fordher']
315,137195890,['Kimiien']
316,137195890,['Kiiiiein']
317,90944121,"['P', 'Andrews']"
318,90944121,['Warren']
319,90944121,['Andrews']
320,90944121,['Channing']
321,90048854,"['Alexander', 'Winchell']"
322,90048854,"['Alexander', 'Winchell', 'LLD']"
323,90048854,"['J', 'Strong', 'Plainly']"
324,90048854,['Winchell']
325,90048854,['Win']
326,125734890,"['L', 'Joubin']"
327,125734890,['Joubin']
328,137744808,"['James', 'W', 'Redfield']"
329,137744808,['Redfield']
330,136617842,"['William', 'Robertson', 'Smith']"
331,136617842,['Smith']
332,90621097,"['Gene', 'Stratton', 'Porter']"
333,90621097,"['Frances', 'Hodgson', 'Burnett']"
334,90621097,['Burnett']
335,90621097,['Porter']
336,125236598,['Barker']
337,125236598,['Baker']
338,125236598,['Henry']
339,125236598,['Christian']
340,125236598,"['Francis', 'Peabody']"
341,125236598,"['Du', 'Bois']"
