,ngram,count
0,"('a', 'manual')",1
1,"('manual', 'of')",1
2,"('of', 'chemistry')",4
3,"('chemistry', 'a')",1
4,"('a', 'guide')",1
5,"('guide', 'to')",1
6,"('to', 'lectures')",1
7,"('lectures', 'and')",1
8,"('and', 'laboratory')",1
9,"('laboratory', 'work')",1
10,"('work', 'for')",1
11,"('for', 'beginners')",1
12,"('beginners', 'in')",1
13,"('in', 'chemistry')",1
14,"('chemistry', 'epecially')",1
15,"('epecially', 'adapted')",1
16,"('adapted', 'for')",1
17,"('for', 'students')",1
18,"('students', 'of')",1
19,"('of', 'medicine')",1
20,"('medicine', 'phar')",1
21,"('phar', 'macy')",1
22,"('macy', 'and')",1
23,"('and', 'dentistry')",1
24,"('dentistry', 'by')",1
25,"('by', 'w')",1
26,"('w', 'simon')",1
27,"('simon', 'phd')",1
28,"('phd', 'md')",1
29,"('md', 'professor')",1
30,"('professor', 'of')",1
31,"('chemistry', 'in')",1
32,"('in', 'the')",3
33,"('the', 'college')",1
34,"('college', 'of')",3
35,"('of', 'physicians')",1
36,"('physicians', 'and')",1
37,"('and', 'surgeons')",1
38,"('surgeons', 'of')",1
39,"('of', 'baltimore')",1
40,"('baltimore', 'in')",1
41,"('the', 'maryland')",1
42,"('maryland', 'college')",1
43,"('of', 'pharmacy')",1
44,"('pharmacy', 'and')",1
45,"('and', 'in')",1
46,"('the', 'baltimore')",1
47,"('baltimore', 'college')",1
48,"('of', 'dental')",1
49,"('dental', 'surgery')",1
50,"('surgery', 'seventh')",1
51,"('seventh', 'edition')",2
52,"('edition', 'thoroughly')",1
53,"('thoroughly', 'revised')",1
54,"('revised', 'and')",1
55,"('and', 'much')",1
56,"('much', 'enlarged')",1
57,"('enlarged', 'in')",1
58,"('in', 'one')",1
59,"('one', 'octavo')",1
60,"('octavo', 'volume')",1
61,"('volume', 'of')",1
62,"('of', 'pages')",2
63,"('pages', 'with')",1
64,"('with', 'engravings')",1
65,"('engravings', 'colored')",1
66,"('colored', 'spectral')",1
67,"('spectral', 'plate')",1
68,"('plate', 'and')",1
69,"('and', 'colored')",1
70,"('colored', 'plates')",2
71,"('plates', 'representing')",2
72,"('representing', 'of')",1
73,"('of', 'the')",10
74,"('the', 'most')",3
75,"('most', 'important')",2
76,"('important', 'chemical')",1
77,"('chemical', 'reac')",1
78,"('reac', 'tions')",1
79,"('tions', 'philadelphia')",1
80,"('philadelphia', 'and')",1
81,"('and', 'new')",1
82,"('new', 'york')",1
83,"('york', 'lea')",1
84,"('lea', 'brothers')",1
85,"('brothers', 'co')",1
86,"('co', 'the')",1
87,"('the', 'seventh')",1
88,"('edition', 'of')",1
89,"('of', 'this')",1
90,"('this', 'old')",1
91,"('old', 'and')",1
92,"('and', 'well')",1
93,"('well', 'known')",1
94,"('known', 'text')",1
95,"('text', 'book')",2
96,"('book', 'for')",2
97,"('for', 'medical')",1
98,"('medical', 'students')",1
99,"('students', 'has')",1
100,"('has', 'just')",1
101,"('just', 'appeared')",1
102,"('appeared', 'and')",1
103,"('and', 'continues')",1
104,"('continues', 'as')",1
105,"('as', 'before')",1
106,"('before', 'a')",1
107,"('a', 'most')",1
108,"('most', 'excellent')",1
109,"('excellent', 'hand')",1
110,"('hand', 'book')",1
111,"('for', 'the')",1
112,"('the', 'student')",2
113,"('student', 'of')",1
114,"('chemistry', 'whether')",1
115,"('whether', 'from')",1
116,"('from', 'the')",2
117,"('the', 'medical')",1
118,"('medical', 'stand')",1
119,"('stand', 'point')",2
120,"('point', 'or')",1
121,"('or', 'not')",1
122,"('not', 'the')",1
123,"('the', 'book')",4
124,"('book', 'possesses')",1
125,"('possesses', 'several')",1
126,"('several', 'unique')",1
127,"('unique', 'features')",1
128,"('features', 'the')",1
129,"('most', 'striking')",1
130,"('striking', 'of')",1
131,"('of', 'these')",1
132,"('these', 'is')",1
133,"('is', 'the')",1
134,"('the', 'use')",1
135,"('use', 'of')",1
136,"('of', 'colored')",1
137,"('representing', 'very')",1
138,"('very', 'accurately')",1
139,"('accurately', 'the')",1
140,"('the', 'appearance')",1
141,"('appearance', 'of')",1
142,"('of', 'different')",1
143,"('different', 'tests')",1
144,"('tests', 'and')",1
145,"('and', 'portraying')",1
146,"('portraying', 'faithfully')",1
147,"('faithfully', 'the')",1
148,"('the', 'exact')",1
149,"('exact', 'colors')",1
150,"('colors', 'of')",1
151,"('of', 'each')",2
152,"('each', 'no')",1
153,"('no', 'other')",1
154,"('other', 'text')",1
155,"('book', 'as')",1
156,"('as', 'far')",1
157,"('far', 'as')",1
158,"('as', 'we')",1
159,"('we', 'know')",1
160,"('know', 'has')",1
161,"('has', 'attempted')",1
162,"('attempted', 'this')",1
163,"('this', 'it')",1
164,"('it', 'makes')",1
165,"('makes', 'them')",1
166,"('them', 'very')",1
167,"('very', 'striking')",1
168,"('striking', 'to')",1
169,"('to', 'the')",3
170,"('student', 'and')",1
171,"('and', 'will')",2
172,"('will', 'without')",1
173,"('without', 'doubt')",1
174,"('doubt', 'be')",1
175,"('be', 'of')",2
176,"('of', 'much')",3
177,"('much', 'aid')",1
178,"('aid', 'in')",1
179,"('in', 'remembering')",1
180,"('remembering', 'certain')",1
181,"('certain', 'important')",1
182,"('important', 'reactions')",1
183,"('reactions', 'the')",1
184,"('book', 'is')",3
185,"('is', 'of')",1
186,"('pages', 'and')",1
187,"('and', 'is')",1
188,"('is', 'divided')",1
189,"('divided', 'into')",1
190,"('into', 'seven')",1
191,"('seven', 'parts')",1
192,"('parts', 'parts')",1
193,"('parts', 'i')",1
194,"('i', 'and')",1
195,"('and', 'ii')",1
196,"('ii', 'chemical')",1
197,"('chemical', 'physics')",1
198,"('physics', 'and')",1
199,"('and', 'principles')",1
200,"('principles', 'of')",1
201,"('chemistry', 'treat')",1
202,"('treat', 'of')",1
203,"('the', 'main')",1
204,"('main', 'laws')",1
205,"('laws', 'that')",1
206,"('that', 'underlie')",1
207,"('underlie', 'the')",1
208,"('the', 'science')",1
209,"('science', 'and')",1
210,"('and', 'the')",2
211,"('the', 'basis')",1
212,"('basis', 'on')",1
213,"('on', 'which')",1
214,"('which', 'it')",1
215,"('it', 'rests')",1
216,"('rests', 'part')",1
217,"('part', 'iii')",1
218,"('iii', 'takes')",1
219,"('takes', 'up')",1
220,"('up', 'a')",1
221,"('a', 'study')",4
222,"('study', 'of')",4
223,"('the', 'non')",1
224,"('non', 'metals')",1
225,"('metals', 'and')",2
226,"('and', 'part')",1
227,"('part', 'iv')",1
228,"('iv', 'of')",1
229,"('the', 'metals')",1
230,"('metals', 'the')",1
231,"('the', 'principal')",1
232,"('principal', 'compounds')",1
233,"('compounds', 'of')",1
234,"('each', 'are')",1
235,"('are', 'described')",1
236,"('described', 'particularly')",1
237,"('particularly', 'those')",1
238,"('those', 'used')",1
239,"('used', 'in')",1
240,"('in', 'medicine')",1
241,"('medicine', 'both')",1
242,"('both', 'the')",1
243,"('the', 'chemical')",3
244,"('chemical', 'and')",1
245,"('the', 'pharmaceutical')",1
246,"('pharmaceutical', 'nomenclatures')",1
247,"('nomenclatures', 'are')",1
248,"('are', 'used')",1
249,"('used', 'part')",1
250,"('part', 'v')",1
251,"('v', 'is')",1
252,"('is', 'devoted')",2
253,"('devoted', 'to')",2
254,"('to', 'a')",1
255,"('of', 'qualitative')",1
256,"('qualitative', 'and')",1
257,"('and', 'quantitative')",1
258,"('quantitative', 'analysis')",1
